도서명,저자명,출판사명,출간일,분야,정가,쪽수,월
체리새우: 비밀글입니다(문학동네청소년 42),황영미,문학동네,20190128,소설,11500,200,3
백년운동,정선근,아티잔,20191031,건강,19500,484,3
오무라이스 잼잼: 함께 완성하는 컬러링북,조경규,씨네21북스,20160516,예술/대중문화,12500,104,3
부의 확장,천영록,다산북스,20200108,경제/경영,16000,308,3
질병이 바꾼 세계의 역사,로날트 D. 게르슈테,미래의창,20200319,역사/문화,17000,376,3
연애 백문백답(전2권),유민지,우리사이플래닛,20190220,시/에세이,13000,176,3
잠든 사이 월급 버는 미국 배당주 투자,소수몽키,베가북스,20190104,경제/경영,19000,304,3
왜 세계의 절반은 굶주리는가?(개정증보판),장 지글러,갈라파고스,20160321,정치/사회,10800,232,3
혼자 공부하는 파이썬,윤인성,한빛미디어,20190610,컴퓨터/IT,18000,460,3
인간 실격(세계문학전집 103),다자이 오사무,민음사,20120410,소설,8000,192,3
기억 전달자(블루픽션 20),로이스 로리,비룡소,20070518,소설,12000,310,3
해커스 보카(Hackers Vocabulary)(개정판 2판),David Cho,해커스어학연구소,20150701,외국어,16900,366,3
하루 3줄 초등 글쓰기의 기적(아이의 마음과 생각이 크게 자라는),윤희솔,청림라이프,20200205,가정/육아,14500,272,3
데일 카네기 인간관계론,데일 카네기,현대지성,20191007,자기계발,11500,352,3
그리스 로마 신화. 15: 신에 도전한 인간들(만화로 읽는 초등 인문학)(양장본 HardCover),박시연,아울북,20200219,어린이(초등),12000,220,3
꽝 없는 뽑기 기계(난 책읽기가 좋아)(양장본 HardCover),곽유진,비룡소,20200301,어린이(초등),10000,72,3
1일 1클래식 1기쁨,클레먼시 버턴힐,윌북,20200115,예술/대중문화,17800,416,3
세계사 최대한 쉽게 설명해 드립니다(완역판)(누구나 교양 1),만프레트 마이,이화북스,20181224,역사/문화,13800,350,3
백종원이 추천하는 집밥 메뉴 56(백종원이 추천하는 집밥 메뉴 4),백종원,서울문화사,20190620,요리,10900,144,3
위험한 과학책(양장본 HardCover),랜들 먼로,시공사,20150424,과학,22000,412,3
이방인(2판)(세계문학전집 266),알베르 카뮈,민음사,20190902,소설,9000,280,3
빨강 머리 앤(더모던 감성클래식 2)(양장본 HardCover),루시 모드 몽고메리,더모던,20190510,소설,16800,532,3
부모라면 놓쳐서는 안 될 유대인 교육법,임지은,미디어숲,20200410,가정/육아,14800,256,3
경매 권리분석 이렇게 쉬웠어?,박희철(파이팅팔콘),지혜로,20190115,경제/경영,18000,328,3
시를 잊은 그대에게(리커버),정재찬,휴머니스트,20200316,시/에세이,15000,300,3
정리하는 뇌,대니얼 J. 레비틴,와이즈베리,20150622,인문,22000,636,3
타인의 고통,수전 손택,이후,20070710,인문,16500,254,3
브람스를 좋아하세요(세계문학전집 179),프랑수아즈 사강,민음사,20080502,소설,7500,160,3
모순(양장본 HardCover),양귀자,쓰다,20130401,소설,13000,308,3
햄릿(세계문학전집 3),셰익스피어,민음사,20090120,소설,7000,222,3
부동산 투자로 진짜 인생이 시작됐다,앨리스허(허미숙),알에이치코리아,20200305,경제/경영,18000,316,3
호밀밭의 파수꾼(세계문학전집 47),제롬 데이비드 샐린저,민음사,20090120,소설,8000,286,3
당신의 뇌는 서두르는 법이 없다,양은우,웨일북(whalebooks),20200220,자기계발,16000,336,3
JUSTICE 정의란 무엇인가(10대를 위한),마이클 샌델,아이세움,20141130,어린이(초등),12000,216,3
더 해빙(The Having)(40만부 기념 리커버 에디션)(양장본 HardCover),이서윤,수오서재,20200301,자기계발,16000,344,4
흔한남매. 4(양장본 HardCover),흔한남매 (원작),아이세움,20200326,어린이(초등),12000,172,4
제11회 젊은작가상 수상작품집(2020),강화길,문학동네,20200408,소설,5500,376,4
1cm 다이빙,태수,피카(FIKA),20200121,시/에세이,13500,248,4
녹나무의 파수꾼(양장본 HardCover),히가시노 게이고,소미미디어,20200317,소설,17800,556,4
하버드 상위 1퍼센트의 비밀,정주영,한국경제신문,20181017,자기계발,16000,324,4
당신이 옳다(40만 부 기념 '한 사람' 리커버),정혜신,해냄출판사,20181010,인문,15800,316,4
타인의 해석,말콤 글래드웰,김영사,20200323,자기계발,18500,472,4
데일 카네기 인간관계론,데일 카네기,현대지성,20191007,자기계발,11500,352,4
내가 원하는 것을 나도 모를 때,전승환,다산초당,20200108,인문,16000,320,4
지리의 힘,팀 마샬,사이,20160810,정치/사회,17000,368,4
내일의 부. 1: 알파편,조던 김장섭,트러스트북스,20200116,경제/경영,16000,308,4
날씨가 좋으면 찾아가겠어요(드라마 방영 기념 한정판),이도우,시공사,20200201,소설,13800,432,4
지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,웨일북(whalebooks),20191224,인문,19800,556,4
페스트(세계문학전집 267),알베르 카뮈,민음사,20110403,소설,13000,508,4
주식투자 무작정 따라하기(2020)(개정판),윤재수,길벗,20200110,경제/경영,18000,420,4
설민석의 한국사 대모험. 13(반양장),설민석,아이휴먼,20200323,어린이(초등),12000,200,4
아몬드(양장본 HardCover),손원평,창비,20170331,소설,12000,263,4
존리의 부자되기 습관(20만부 기념 리커버 에디션),존 리,지식노마드,20200115,경제/경영,15000,216,4
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),헤르만 헤세,더스토리,20171030,소설,12000,248,4
내일의 부. 2: 오메가편,조던 김장섭,트러스트북스,20200220,경제/경영,16000,328,4
팩트풀니스(양장본 HardCover),한스 로슬링,김영사,20190310,인문,19800,474,4
총 균 쇠,재레드 다이아몬드,문학사상,20051219,역사/문화,28000,751,4
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),David Cho,해커스어학연구소,20200305,외국어,12900,566,4
코로나 경제 전쟁(세계 석학들이 내다본),폴 크루그먼,매일경제신문사,20200410,경제/경영,15000,224,4
"펭수, 디 오리지널",EBS,EBS BOOKS,20200410,예술/대중문화,18000,152,4
사랑한다고 상처를 허락하지 말 것,김달,비에이블,20200417,시/에세이,14500,268,4
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,베가북스,20200110,경제/경영,19800,360,4
이미 어쩔 수 없는 힘듦이 내게 찾아왔다면,글배우,강한별,20200324,시/에세이,13500,216,4
지적 대화를 위한 넓고 얕은 지식. 1,채사장,웨일북(whalebooks),20200205,인문,16000,388,4
사랑은 내 시간을 기꺼이 건네주는 것이다(양장본 HardCover),이기주,황소북스,20200318,시/에세이,14500,192,4
딸에게 보내는 심리학 편지(10만 부 기념 스페셜 에디션),한성희,메이븐,20200128,인문,16000,336,4
이 한마디가 나를 살렸다,김미경,21세기북스,20200325,자기계발,16000,280,4
지쳤거나 좋아하는 게 없거나,글배우,강한별,20190904,시/에세이,13500,248,4
사피엔스,유발 하라리,김영사,20151124,인문,22000,636,4
밤은 이야기하기 좋은 시간이니까요,이도우,위즈덤하우스,20200331,시/에세이,15000,328,4
명리심리학,양창순,다산북스,20200225,인문,16000,308,4
부의 추월차선,엠제이 드마코,토트,20130820,경제/경영,15000,392,4
코스모스(보급판),칼 세이건,사이언스북스,20100120,과학,18500,719,4
페스트(초판본)(1947년 오리지널 초판본 표지디자인)(양장본 HardCover),알베르 카뮈,더스토리,20200320,소설,13800,432,4
이상한 수학책(양장본 HardCover),벤 올린,북라이프,20200320,과학,24000,512,4
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽,허블,20190624,소설,14000,330,4
설민석의 삼국지. 1,설민석,세계사,20190717,인문,22000,440,4
흔한남매 안 흔한 일기. 1(양장본 HardCover),흔한남매 (원작),아이세움,20200227,어린이(초등),12000,144,4
사람은 어떻게 생각하고 배우고 기억하는가,제레드 쿠니 호바스,토네이도,20200320,자기계발,17000,400,4
우리가 인생이라 부르는 것들,정재찬,인플루엔셜,20200225,인문,16000,356,4
나는 나로 살기로 했다,김수현,마음의숲,20200316,시/에세이,13800,288,4
설민석의 세계사 대모험. 5,설민석,단꿈아이,20200415,어린이(초등),12000,208,4
선물주는산타의 주식투자 시크릿,선물주는산타,비즈니스북스,20200416,경제/경영,16000,276,4
경제기사 궁금증 300문 300답(2020),곽해선,혜다,20191225,경제/경영,19800,600,4
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),로버트 기요사키,민음인,20180222,경제/경영,15800,448,4
움직임의 힘,켈리 맥고니걸,안드로메디안,20200401,자기계발,18800,332,4
원피스. 95,Eiichiro Oda,대원씨아이,20200331,만화,5000,200,4
Go Go 카카오프렌즈. 13: 호주,김미영,아울북,20200325,어린이(초등),12000,176,4
사장을 위한 MBA 필독서 50(CEO의 서재 시리즈 21),나가이 다카히사,센시오,20200330,경제/경영,19800,404,4
"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",데이비드 S. 키더,위즈덤하우스,20191030,인문,16000,392,4
사서함 110호의 우편물,이도우,시공사,20160318,소설,13000,480,4
설민석의 조선왕조실록,설민석,세계사,20160720,역사/문화,22000,504,4
여행의 이유,김영하,문학동네,20190417,시/에세이,13500,216,4
호밀밭의 파수꾼(세계문학전집 47),제롬 데이비드 샐린저,민음사,20090120,소설,8000,286,4
마음을 읽는 아이 오로르,더글라스 케네디,밝은세상,20200228,소설,15000,240,4
당신의 삶에 명상이 필요할 때,앤디 퍼디컴,스노우폭스북스,20200305,자기계발,16500,363,4
신친일파,호사카 유지,봄이아트북스,20200403,정치/사회,18000,336,4
어둠의 눈,딘 쿤츠,다산책방,20200410,소설,16000,350,4
진짜 부자 가짜 부자,사경인,더클래스,20200417,경제/경영,17000,344,4
타이탄의 도구들(리커버 에디션),팀 페리스,토네이도,20200309,자기계발,15000,367,4
시작의 기술(양장본 HardCover),개리 비숍,웅진지식하우스,20190417,자기계발,16000,227,4
"입시설계, 초등부터 시작하라",진동섭,포르체,20200402,가정/육아,16000,272,4
내가 죽으면 장례식에 누가 와줄까(너나들이 리커버 에디션),김상현,필름(Feelm),20200116,시/에세이,15000,252,4
봉제인형 살인사건,다니엘 콜,북플라자,20171020,소설,15000,400,4
언컨택트,김용섭,퍼블리온,20200420,경제/경영,18000,312,4
언어의 온도(170만부 기념 에디션),이기주,말글터,20160819,시/에세이,13800,308,4
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주,지혜,20201130,시/에세이,10000,184,4
알사탕(그림책이 참 좋아 39)(양장본 HardCover),백희나,책읽는곰,20170325,유아(0~7세),12000,48,4
스스로 행복하라,법정,샘터(샘터사),20200106,시/에세이,12000,216,4
추리 천재 엉덩이 탐정. 9: 세 마리 행운 고양이 사건,트롤,아이세움,20200115,어린이(초등),12000,88,4
지적 대화를 위한 넓고 얕은 지식. 2,채사장,웨일북(whalebooks),20200205,인문,16000,334,4
아내를 모자로 착각한 남자(개정판)(양장본 HardCover),올리버 색스,알마,20160817,과학,18500,396,4
서울 아파트 지도,이재범(핑크팬더),리더스북,20200413,경제/경영,18000,364,4
펭수 펭아트 #컬러링북,한결,EBS BOOKS,20200406,예술/대중문화,18000,136,4
나미야 잡화점의 기적(땡큐 에디션)(양장본 HardCover),히가시노 게이고,현대문학,20201219,소설,14800,456,4
인생의 마지막 순간에서,샐리 티스데일,비잉(Being),20190619,시/에세이,16500,340,4
내가 만난 1%의 사람들,아담 J. 잭슨,산솔미디어,20200227,자기계발,16800,416,4
심리학을 만나 행복해졌다,장원청,미디어숲,20200310,자기계발,15800,336,4
해커스 토익 RC 리딩(Reading)(개정판 8판),David Cho,해커스어학연구소,20200302,외국어,18800,800,4
12가지 인생의 법칙(30만부 기념 리커버 에디션),조던 B. 피터슨,메이븐,20181030,인문,16800,552,4
선량한 차별주의자,김지혜,창비,20190717,정치/사회,15000,244,4
정의란 무엇인가(마이클 샌델),마이클 샌델,와이즈베리,20141120,인문,15000,443,4
이상한 과자 가게 전천당. 1(양장본 HardCover),히로시마 레이코,길벗스쿨,20190705,어린이(초등),12000,148,4
저는 주식투자가 처음인데요: 기본편(2020),강병욱,한빛비즈,20200106,경제/경영,16500,424,4
이기적 유전자(40주년 기념판),리처드 도킨스,을유문화사,20181020,과학,20000,632,4
영어 회화의 결정적 단어들,서영조,사람in,20200306,외국어,15000,320,4
나에게 시간을 주기로 했다,오리여인,수오서재,20200401,시/에세이,13800,268,4
나는 인생에서 중요한 것만 남기기로 했다,에리카 라인,갤리온,20200310,자기계발,15000,240,4
구름빵(양장본 HardCover),백희나,한솔수북,20191205,유아(0~7세),13000,36,4
하체 밸런스 스트레칭,다카하시 유키,포레스트북스,20190318,건강,15500,272,4
아주 작은 습관의 힘,제임스 클리어,비즈니스북스,20190226,자기계발,16000,360,4
이정현의 집밥레스토랑,이정현,서사원,20200429,요리,22000,388,4
영어회화 이디엄(미국적인 너무나 미국적인),김아영,사람in,20200103,외국어,15000,336,4
에이트(양장본 HardCover),이지성,차이정원,20191021,자기계발,17000,308,4
너에게만 좋은 사람이 되고 싶어(리커버 한정판),유귀선,스튜디오오드리,20191016,시/에세이,13500,244,4
작은 아씨들(영화 공식 원작 소설 오리지널 커버),루이자 메이 올컷,알에이치코리아,20200212,소설,16500,976,4
수학의 쓸모(양장본 HardCover),닉 폴슨,더퀘스트,20200402,과학,22000,384,4
멋진 신세계,올더스 헉슬리,소담출판사,20150612,소설,13800,400,4
무조건 돈이 되는 공부를 하라,이승준,나비의활주로,20200402,경제/경영,15000,264,4
데미안(세계문학전집 44),헤르만 헤세,민음사,20090120,소설,8000,240,4
페스트(세계문학전집 133),알베르 카뮈,문학동네,20151226,소설,14000,384,4
좀비고등학교 코믹스. 17(반양장),유대영,겜툰,20200310,어린이(초등),9800,160,4
